Track,Album Name,Artist,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,year,month
Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,US6XF2000192,1217,42.9,472886929.0,66543.0,14596512.0,70.0,247466941.0,1347724.0,"412,458","53,390,196","454,676,514","523,499,656",71.0,272994.0,9.0,"18,449",22.0,"336,822,010","60,046",1332172.0,0,2020,10
Fried (She a Vibe),WE DON'T TRUST YOU,Future,USSM12402032,1216,42.9,33224742.0,8465.0,12808538.0,,6259257.0,65528.0,,,,"125,856,157",8.0,483.0,1.0,83,8.0,"456,992","1,445",232391.0,1,2024,3
Hello (feat. A Boogie Wit da Hoodie),Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,USUM72014370,1213,42.9,578061816.0,190490.0,26875379.0,67.0,261251373.0,2123833.0,"180,506","25,346,506","259,813,719","4,811,371",28.0,34512.0,10.0,"7,293",,"111,230,354","29,805",2481910.0,1,2020,7
Numb,Numb,Marshmello,USRC12202117,1219,42.9,401066217.0,70661.0,51920160.0,69.0,54641192.0,657641.0,420,"8,253","172,191","2,605,082,758",79.0,196397.0,51.0,"1,008,113",59.0,"68,018,763","12,536",2292241.0,0,2022,6
Ojapiano,Ojapiano - Single,KCee,QZNJW2329848,1222,42.8,27444985.0,8182.0,3092737.0,56.0,30407112.0,269687.0,"2,000,000","36,069,120","619,648,663",,18.0,1210.0,1.0,"112,183",4.0,"331,855",165,1476897.0,0,2023,6
Area Codes,Area Codes,Kaliii,USAT22301942,1220,42.8,228240866.0,33819.0,27729274.0,68.0,71928705.0,887392.0,"431,192","122,679,145","1,249,845,764","501,704,711",37.0,90410.0,5.0,"60,728",33.0,"16,590,391","20,001",1338659.0,1,2023,3
Medallo,Hecho En Medellï¿½,Blessd,COA6W2102282,1224,42.8,452087681.0,66494.0,24042564.0,65.0,509694751.0,2049523.0,"244,300","59,474,554","754,567,803","367,804,074",53.0,31265.0,13.0,"1,704,398",13.0,"5,561,332","3,809",1414880.0,1,2021,10
Riptide,Ministry Of Sound Presents Chillout Sessions XVI,Vance Joy,AULI01385760,1223,42.8,2541833602.0,369150.0,165607442.0,80.0,533440453.0,4627060.0,"856,131","383,809,767","3,108,986,398","2,161,449",231.0,132498.0,91.0,"540,337",70.0,,,16496792.0,0,2013,1
Ch y la Pizza,Ch y la Pizza,Fuerza Regida,QZ9QQ2200104,1230,42.7,511421362.0,37923.0,17851037.0,75.0,265678775.0,844731.0,"68,003","17,455,943","204,148,897",57,24.0,227.0,9.0,"1,456,328",8.0,"27,745,557","3,997",739587.0,1,2022,12
In Ha Mood,In Ha Mood,Ice Spice,USUG12300365,1234,42.7,190126590.0,39734.0,15519701.0,63.0,71742798.0,984809.0,"924,557","175,869,184","1,435,693,104","44,538,105",47.0,94993.0,14.0,"202,602",36.0,"7,622,027","6,229",1093911.0,1,2023,1
POR QUï¿½ï¿½ SE,POR QUï¿½ï¿½ SE,Grupo Frontera,FRX452426440,1225,42.7,29906024.0,1596.0,46272988.0,76.0,17263028.0,241869.0,,,,"5,110,923",14.0,985.0,9.0,"2,186,605",23.0,"3,921,881",273,151296.0,0,2024,5
ALL MINE,WASTELAND,Brent Faiyaz,QM24S2203185,1232,42.7,315014005.0,61987.0,22567278.0,71.0,77564375.0,661614.0,"129,260","51,356,427","366,123,920","57,858,388",27.0,101865.0,3.0,"28,284",23.0,"21,452,340","16,317",1112722.0,1,2022,7
Let Me Know (I Wonder Why Freestyle),Sucker,Juice WRLD,USUG11903494,1231,42.7,503584339.0,126610.0,15066503.0,72.0,125086953.0,1299743.0,"204,105","22,035,785","126,546,185","5,351,849",14.0,9.0,5.0,"64,314",2.0,"15,467,818","30,501",1953038.0,1,2019,7
The Night We Met,The Night We Met,Lord Huron,US53Q1200103,1226,42.7,2097181065.0,286668.0,123211490.0,84.0,807672690.0,8866507.0,"451,668","239,330,349","1,722,597,041","7,770,380",78.0,11224.0,49.0,"1,101,868",44.0,"288,302,729","147,940",8832956.0,0,2015,2
Playa Del Inglï¿½,Playa Del Inglï¿½ï¿½s - Si,Quevedo,ES5152201707,1227,42.7,347558532.0,68744.0,34228107.0,67.0,151166424.0,705558.0,"99,164","14,984,269","323,188,246","6,739,337",18.0,18093.0,19.0,"264,043",27.0,"503,289",244,687719.0,0,2022,12
HOLA PERDIDA REMIX,HOLA PERDIDA REMIX,Luck Ra,CLPP22400062,1228,42.7,8981282.0,873.0,40161269.0,70.0,10058975.0,233142.0,,,,"18,880,887",14.0,493.0,29.0,"398,272",11.0,"23,748",9,17326.0,0,2024,5
Talk,Talk,Yeat,USUM72216448,1229,42.7,242057987.0,77898.0,8717113.0,67.0,39581789.0,457747.0,"46,710","13,919,189","109,453,452","92,497",10.0,127.0,1.0,"4,435",11.0,"1,216,305","3,164",999699.0,1,2022,9
Now And Then,Now And Then,The Beatles,GBUM72203947,1235,42.6,66843778.0,23455.0,13808666.0,,52809148.0,1252936.0,"10,600","7,478,172","151,511,760","1,532,321,384",36.0,37800.0,34.0,"2,915,839",38.0,"5,217,426","4,549",808129.0,0,2023,11
For Life (feat. Zak Abel & Nile Rodgers),For Life (feat. Zak Abel & Nile Rodgers),Kygo,USRC12400376,1240,42.6,36844307.0,4216.0,90998184.0,76.0,314701.0,7535.0,,,,,71.0,26695.0,71.0,"14,633,006",27.0,"671,662",83,226744.0,0,2024,4
Kya Loge Tum,Kya Loge Tum,B Praak,INUM72300286,1238,42.6,89701636.0,2561.0,1939449.0,57.0,375460772.0,3277504.0,"22,300","649,330","15,339,768","85,756,632",3.0,272.0,,,5.0,720,,104287.0,0,2023,5
California Breeze,It's Only Me,Lil Baby,USUG12207230,1237,42.6,116994951.0,45626.0,8408366.0,61.0,152685892.0,733891.0,,,,"210,645,964",44.0,4710.0,5.0,"90,714",1.0,"44,593,072","13,300",671214.0,1,2022,10
Nonstop,Scorpion,Drake,USCM51800191,1239,42.6,1118459427.0,175188.0,51548109.0,71.0,409939539.0,3134200.0,"1,703,073","223,929,731","2,167,216,619","2,107,447",147.0,242.0,28.0,"228,758",30.0,"283,709,268","193,608",4021390.0,1,2018,6
LOVE DIVE,LOVE DIVE,IVE,KRA382204375,1243,42.5,397988770.0,28165.0,11131897.0,69.0,583304882.0,4759365.0,"204,227","219,351,151","1,878,718,115","189,613,465",31.0,3065.0,7.0,"42,644",10.0,"731,310","1,474",468601.0,0,2022,4
Alucin,Alucin,Eugenio Esquivel,QMFMF2346943,1242,42.5,207103587.0,16933.0,25825570.0,,85555081.0,727436.0,,,,"83,238,337",14.0,3573.0,26.0,"9,087,254",3.0,"1,748,090","2,815",705754.0,1,2023,11
Go Stupid,Go Stupid,Polo G,USQX92000261,1241,42.5,416388749.0,112485.0,21170575.0,69.0,122253253.0,1631776.0,"248,954","151,447,909","940,333,420","7,278,941",27.0,9098.0,11.0,"24,022",11.0,"18,692,714","21,103",1046790.0,1,2020,2
POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,USSM12004501,1247,42.4,712664065.0,165234.0,35485186.0,63.0,384597914.0,4775085.0,"257,346","28,205,851","247,613,041","279,342,315",183.0,93.0,50.0,"80,760",42.0,"76,691,890","33,455",3773076.0,1,2020,7
Lovesick Girls,THE ALBUM,BLACKPINK,KRA402000136,1248,42.4,561712007.0,40766.0,14363550.0,65.0,959285337.0,16946156.0,"578,093","95,381,031","694,367,550","179,751,718",55.0,23131.0,16.0,"106,541",14.0,"3,443,241","5,033",977988.0,0,2020,10
Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),Clean Bandit,GBAHS1800328,1246,42.4,1042065058.0,114049.0,30877323.0,64.0,90354845.0,1452644.0,"7,280,799","217,591,835","3,283,690,900",,126.0,94478.0,110.0,"433,384",54.0,"47,638,322","44,602",14928007.0,0,2018,5
Una Vida Pasada,Una Vida Pasada,Camilo,USSD12400106,1249,42.4,50955386.0,2952.0,47126163.0,81.0,40003695.0,294012.0,"11,400","3,726,119","40,019,764","30,907,986",40.0,4576.0,42.0,"3,315,443",19.0,"845,380",344,217303.0,0,2024,4
Steven Universe,Steven Universe,L.Dre,QZFZ32084911,1245,42.4,54104852.0,14464.0,2212197.0,50.0,,,"10,501,056","2,714,697,966","22,902,123,485",,5.0,33.0,2.0,287,,"126,291",698,503200.0,0,2020,2
places to be,places to be,Fred again..,GBAHS2400279,1250,42.4,11581454.0,2277.0,40816159.0,73.0,443994.0,16154.0,,,,"4,330,498",51.0,1187.0,29.0,"929,803",47.0,"35,871",34,48101.0,1,2024,5
ASI ES LA VIDA,ASI ES LA VIDA,Enrique Iglesias,USSD12300536,1254,42.3,123776123.0,11830.0,22722898.0,,144081808.0,854410.0,"135,600","3,931,596","80,775,271","258,781,688",36.0,2.0,34.0,"1,435,593",27.0,"5,728,517","1,038",985508.0,0,2023,9
Corazï¿½,Corazï¿½,Maluma,USSD11700459,1251,42.3,598040653.0,52952.0,15758764.0,64.0,1871767126.0,7019685.0,"37,943","11,651,047","44,176,203","334,146,897",38.0,19241.0,31.0,"141,022",17.0,"146,563,344","38,361",3689896.0,0,2017,11
Elvira,Elvira,Oscar Maydon,QZ9QQ2300978,1255,42.3,183146334.0,8183.0,47711465.0,81.0,97178744.0,465269.0,,,,"1,252,418,051",13.0,,10.0,"2,291,939",19.0,"1,762,919","1,461",382419.0,1,2023,12
Fantasias,Fantasias,Rauw Alejandro,QM6P41989279,1253,42.3,663578551.0,76919.0,24789585.0,67.0,1120507756.0,4714790.0,"264,337","14,860,378","121,300,058","48,140,480",60.0,18961.0,23.0,"251,089",36.0,"53,117,205","9,900",1795507.0,0,2019,8
El Jefe,El Jefe,Shakira,USQX92305281,1252,42.3,122882453.0,11838.0,10617531.0,,164469434.0,2120071.0,1,"8,480","72,400","11,351,590",8.0,16284.0,23.0,"340,362",14.0,"9,108,491","4,377",481428.0,1,2023,9
Am,AM,Nio Garcia,QM4TW2137909,1257,42.2,361357607.0,70546.0,11143810.0,57.0,668095711.0,3934415.0,"1,100,094","123,820,134","1,087,148,231","57,766,471",27.0,12106.0,11.0,"1,615,617",7.0,"21,888,540","3,685",767913.0,1,2021,1
Te Lo Agradezco,Te Lo Agradezco,Kany Garcï¿½,US5022300029,1258,42.2,169162533.0,9016.0,8885567.0,73.0,210403837.0,848450.0,"30,483","1,140,777","22,480,064","749,855,362",14.0,9599.0,22.0,"3,911,259",3.0,"11,103,615","2,348",623417.0,0,2023,7
PLEBADA,PLEBADA,El Alfa,QM6P42370020,1260,42.2,148677837.0,17100.0,7456228.0,65.0,254704259.0,1938875.0,"1,567","35,439","724,569","12,152,639",21.0,3440.0,4.0,"30,339",6.0,"7,824,927","3,804",405352.0,0,2023,6
Marea (Weï¿½ï¿½ï¿½ve Lost Da,Marea (Weï¿½ï¿½ï¿½ve Lost Da,Fred again..,GBAHS2100041,1259,42.2,336943720.0,191372.0,29642267.0,71.0,31888669.0,286044.0,"31,989","11,683,008","155,341,425","6,032,497",91.0,61528.0,38.0,"184,585",27.0,"1,787,403","1,430",5947514.0,0,2021,2
Fall In Love,Fall In Love,Bailey Zimmerman,USWB12200122,1262,42.2,262185115.0,47288.0,6430525.0,71.0,121592933.0,606455.0,"47,803","14,280,562","149,251,921","378,953,464",25.0,187078.0,3.0,"95,430",23.0,"177,097,668","19,788",1389636.0,0,2022,2
Cupid,The Beginning: Cupid - Single,FIFTY FIFTY,KSA012239180,1256,42.2,212084990.0,34632.0,4625072.0,37.0,191028847.0,3745346.0,"159,346","66,491,755","543,360,467","54,875,497",15.0,41846.0,,,4.0,"2,219,997","17,467",1249929.0,0,2023,2
Guilty as Sin?,THE TORTURED POETS DEPARTMENT,Taylor Swift,USUG12401036,1264,42.1,165611453.0,4418.0,21928475.0,78.0,9873283.0,96083.0,,"774,900","6,383,500",,34.0,323.0,7.0,"79,183",54.0,"1,431,013","1,158",79964.0,0,2024,4
Waiting For Love,Ibiza Residence 2015,Avicii,CHB701400134,1263,42.1,1397975653.0,205128.0,62368816.0,74.0,1701608739.0,13598875.0,"1,175,137","19,503,025","154,837,616","180,189,999",130.0,56643.0,69.0,"344,319",23.0,"35,406,623","22,105",10834953.0,0,2015,1
BOMBï¿½,LEGENDADDY,Daddy Yankee,USUG12201723,1272,42.0,129335327.0,27681.0,6391085.0,60.0,215778342.0,1548240.0,"2,800,000","211,713,881","2,692,316,483","2,785,686",10.0,15812.0,13.0,"79,203",2.0,"12,393,972","2,820",914770.0,1,2022,3
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),KHALED KHALED,DJ Khaled,USSM12102263,1271,42.0,352955079.0,108705.0,24218793.0,68.0,285741830.0,1939019.0,"39,265","21,216,408","177,512,619","42,187,695",73.0,84880.0,8.0,"85,919",30.0,"158,532,295","29,915",2091659.0,1,2021,4
Mo Bamba,Mo Bamba,Sheck Wes,QM24S1703585,1266,42.0,1056346890.0,198581.0,38436526.0,71.0,498454408.0,5874304.0,"1,043,308","86,359,858","1,247,183,383","30,421,918",74.0,32288.0,26.0,"182,979",5.0,"106,799,012","511,514",6159848.0,1,2017,9
Bank Account,Issa Album,21 Savage,USSM11705546,1267,42.0,1150653471.0,195032.0,31101180.0,70.0,822892668.0,6651112.0,"909,432","91,295,431","812,215,684","49,508,355",112.0,61.0,45.0,"159,480",20.0,"252,331,684","206,623",4014637.0,1,2017,7
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Highlights (Deluxe),The Weeknd,USUG12303881,1269,42.0,939627795.0,67381.0,127728248.0,87.0,371522364.0,3979062.0,"47,277","42,074,581","265,186,570","596,597,973",61.0,26883.0,65.0,"10,250,543",23.0,"6,907,370","4,533",4254554.0,0,2021,2
Get You The Moon (feat. Snï¿½ï,Get You The Moon (feat. Snï¿½ï,Kina,USSM11808093,1270,42.0,1020435750.0,157944.0,42123948.0,69.0,199282045.0,3250046.0,"4,868,621","2,193,688,729","21,650,351,404","20,366,285",70.0,2225.0,51.0,"819,864",13.0,"91,698,638","75,258",7130025.0,0,2018,10
Never Felt So Alone,Never Felt So Alone,Labrinth,USSM12302165,1275,41.9,269669185.0,44019.0,21429823.0,67.0,29035288.0,608532.0,"581,320","71,546,908","531,883,271","310,252,051",43.0,10042.0,23.0,"268,315",11.0,"5,505,845","2,665",1595888.0,0,2023,4
Love Me JeJe,Love Me JeJe - Single,Tems,USRC12400907,1274,41.9,34621656.0,4787.0,53092639.0,76.0,8346529.0,193964.0,,"1,315","9,450",777,104.0,8241.0,34.0,"563,039",83.0,"1,495,398",339,251413.0,0,2024,4
Heather,Kid Krow,Conan Gray,USUM71924264,1276,41.8,1675083208.0,191604.0,123682546.0,80.0,138807824.0,3143644.0,"564,728","142,804,065","755,895,289","22,941,276",105.0,36474.0,42.0,"628,449",29.0,"25,061,083","81,558",2614466.0,0,2020,3
Come & Go (with Marshmello),Come & Go (with Marshmello),Juice WRLD,USUG12001904,1277,41.8,959313617.0,180366.0,25884639.0,71.0,135893380.0,1681113.0,"162,507","9,358,347","37,813,204","132,565,766",55.0,87770.0,18.0,"72,159",30.0,"104,188,774","65,410",3451067.0,1,2020,7
Mas Rica Que Ayer,Mas Rica Que Ayer,Anuel AA,QM4TX2320032,1278,41.7,256112908.0,34370.0,18181647.0,67.0,245635362.0,1493703.0,,,,"71,623,054",18.0,14967.0,5.0,"132,180",15.0,"4,994,796","1,116",542476.0,1,2023,3
Love Again,Future Nostalgia,Dua Lipa,GBAHT1901302,1279,41.7,665464734.0,90805.0,19218236.0,67.0,419361718.0,3354831.0,"100,817","29,557,917","296,169,569","2,170,415,568",104.0,381613.0,46.0,"572,047",6.0,"75,309,642","14,292",6223371.0,0,2020,3
Bï¿½ï¿½cane - A COLORS,Bï¿½ï¿½cane - A Colors Show - Si,Yamï¿,DEXC82300032,1280,41.7,120595666.0,37922.0,4374053.0,69.0,73217073.0,1365919.0,"19,000","98,120,656","730,008,954","73,349,188",22.0,7444.0,6.0,"175,058",1.0,"99,951",539,3106294.0,1,2023,6
all of me,american dream,21 Savage,USSM12304894,1283,41.6,87111207.0,20380.0,29657028.0,,4705879.0,71296.0,,,,"18,111",7.0,60.0,6.0,"76,615",7.0,"2,375,480",751,125463.0,1,2024,1
Giving Me,Giving Me,Jazzy,GBUM72206719,1284,41.6,150463218.0,44298.0,37322737.0,67.0,57191900.0,289311.0,"98,700","19,724,036","275,361,521","109,250,442",55.0,55943.0,27.0,"1,088,411",17.0,"31,188",365,1009861.0,0,2023,3
Attitude (feat. Charlie Wilson & Cash Cobain),Attitude (feat. Charlie Wilson & Cash Cobain),Don Toliver,USAT22402817,1281,41.6,14204736.0,2162.0,41453309.0,,4045474.0,77878.0,,,,"19,998,473",25.0,1129.0,10.0,"1,427,143",38.0,"824,554",166,,1,2024,5
What Do You Mean?,Full Circle: The Live Anthology,Justin Bieber,USUM71511919,1282,41.6,1599742798.0,137106.0,54447816.0,74.0,2719936771.0,14654354.0,"52,164","21,325,500","155,713,369","542,692,288",272.0,83466.0,102.0,"802,236",50.0,"383,946,248","288,504",6038700.0,0,2011,11
Bailando - English Version,S** AND LOVE,Enrique Iglesias,GBUM71401975,1289,41.5,218205900.0,28233.0,7288674.0,50.0,3559338569.0,11289750.0,"15,933","7,120,449","81,433,215","414,560,765",23.0,617.0,15.0,"105,771",13.0,,,1719741.0,1,2014,1
TV,Guitar Songs,Billie Eilish,USUM72213724,1285,41.5,572602278.0,80064.0,39873526.0,76.0,115201405.0,1469402.0,"11,434","17,523,049","104,843,270","2,139,270,640",53.0,5214.0,33.0,"1,444,349",14.0,"4,031,121","8,582",1521109.0,0,2022,7
But Daddy I Love Him,THE TORTURED POETS DEPARTMENT,Taylor Swift,USUG12401033,1286,41.5,154819909.0,3535.0,21565868.0,76.0,10014516.0,120378.0,,,,,41.0,,5.0,"52,934",59.0,"4,441,601","3,123",67086.0,1,2024,4
Tiroteo - Remix,Tiroteo (Remix),Marc Seguï¿,USWL12100143,1288,41.5,654941874.0,83163.0,29637614.0,75.0,556407060.0,2672779.0,"97,077","17,542,951","187,609,192","19,169,168",65.0,26498.0,34.0,"347,762",22.0,"335,231","2,375",2646335.0,0,2021,4
pushin P (feat. Young Thug),DRIP SEASON 4EVER,Gunna,QMCE32200039,1291,41.4,368155242.0,125521.0,25605777.0,65.0,99364654.0,1057381.0,"3,477","2,277,982","17,698,609","234,160,263",59.0,94466.0,25.0,"560,118",32.0,"32,428,873","18,612",652382.0,1,2022,1
Take Me to Church,Take Me To Church,Hozier,IEACJ1300031,1293,41.4,2544489950.0,238611.0,69693570.0,78.0,1690342490.0,16798785.0,"107,362","35,030,283","261,203,495","319,369,976",172.0,282.0,116.0,"2,848,734",24.0,,,29306436.0,0,2013,9
It's You,It's You,Ali Gatie,USWB11901154,1292,41.4,1123039235.0,140766.0,29272883.0,72.0,763620890.0,9727420.0,"653,947","81,833,797","590,573,342","508,662,069",67.0,28821.0,38.0,"622,944",17.0,,,4561219.0,0,2019,6
Love Lee,Love Lee,AKMU,KRA402300033,1294,41.4,72468277.0,10736.0,4247248.0,65.0,143446620.0,1074996.0,"578,162","105,772,835","1,060,502,179","564,698,812",10.0,2373.0,2.0,"211,572",18.0,"18,149",94,257725.0,0,2023,8
Jump,TYLA,Tyla,USSM12308661,1295,41.4,95341415.0,10243.0,123617533.0,77.0,10759752.0,345092.0,,,,"193,314,741",83.0,13371.0,61.0,"2,010,236",85.0,"1,121,337","1,297",640594.0,0,2024,3
Venom - Music From The Motion Picture,Kamikaze,Eminem,USUM71813345,1290,41.4,788282679.0,139716.0,24601490.0,68.0,872454191.0,11385109.0,"979,801","566,011,362","5,580,305,533","54,163,882",17.0,486.0,8.0,"245,877",7.0,"81,227,283","135,394",4124065.0,1,2018,8
fantasmas,fantasmas - Single,Humbe,MXH912300041,1296,41.3,88072335.0,6388.0,10711840.0,,70685035.0,1063539.0,"434,100","101,185,703","825,658,316","173,954,035",14.0,207.0,15.0,"6,092,408",1.0,"437,481","2,105",859637.0,0,2023,11
Basit Numaralar,Basit Numaralar,Zerrin ï¿½ï¿,TRBTU2300129,1299,41.3,57370965.0,7149.0,2238082.0,58.0,215435066.0,698761.0,"203,800","7,122,446","297,307,993","292,835,488",8.0,10610.0,2.0,"1,567,770",,,,714127.0,0,2023,8
Karma,Midnights,Taylor Swift,USUG12205717,1297,41.3,777305444.0,47435.0,45285568.0,75.0,97902815.0,1779726.0,"219,236","112,157,506","937,766,809","547,684,661",63.0,31306.0,18.0,"2,515,239",45.0,"59,480,642","30,027",1124725.0,1,2022,10
The Painter,The Painter - Single,Cody Johnson,QMCQK1900300,1298,41.3,107754524.0,16004.0,19123002.0,66.0,11577220.0,74756.0,"52,374","6,216,569","53,554,260","606,141,627",25.0,137184.0,4.0,"89,113",19.0,"43,933,514","4,975",332849.0,0,2023,8
Me & U,Me & U,Tems,USRC12302300,1306,41.2,100830964.0,24220.0,30274256.0,,48323636.0,580854.0,"1,093","3,894,192","32,857,211","47,720,229",79.0,45835.0,29.0,"687,850",85.0,"8,257,582","1,714",1015276.0,0,2023,10
Vista Al Mar,Vista Al Mar,Quevedo,ZZOPM2239784,1303,41.2,511726944.0,74845.0,23960314.0,68.0,182250623.0,931096.0,"91,068","14,320,250","193,905,770","632,374",15.0,12969.0,15.0,"49,325",46.0,"636,907",315,596476.0,0,2022,9
All The Stars (with SZA),All The Stars (with SZA),Kendrick Lamar,USUM71713947,1304,41.2,1638529683.0,207686.0,66120497.0,82.0,633789787.0,5683859.0,"39,792","33,196,158","211,875,110","75,594,850",152.0,10256.0,73.0,"194,391",52.0,"139,392,569","70,103",8746447.0,1,2018,1
X (feat. Future),Savage Mode,21 Savage,QZ45A1600041,1302,41.2,581220786.0,115125.0,20776088.0,65.0,365678540.0,2841760.0,80,"4,912","98,210","1,771,108",94.0,1992.0,16.0,"78,389",19.0,"267,465,925","32,765",1739069.0,1,2016,7
CRAZYZ,Pa las Baby's Y Belikeada,Fuerza Regida,QZ9QQ2300772,1314,41.1,202633616.0,12683.0,18918954.0,78.0,117472301.0,623131.0,,"172,878","1,541,896","84,907,151",11.0,19.0,14.0,"1,870,596",7.0,"8,147,122","2,211",564296.0,1,2023,10
Passionfruit,More Life,Drake,USCM51700072,1309,41.1,1625307365.0,288559.0,72837714.0,77.0,410329826.0,2747230.0,"185,316","144,066,647","907,498,533","2,327,344",241.0,26825.0,76.0,"401,696",28.0,"176,739,390","142,939",5160420.0,0,2017,3
Like Crazy,FACE,Jimin,USA2P2251865,1308,41.1,1165398518.0,16425.0,22818507.0,84.0,139608215.0,4239579.0,"20,340","5,827,931","25,133,495","252,370,542",20.0,7682.0,38.0,"10,012,693",2.0,"34,061,208","1,010",830091.0,0,2023,3
I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,ZAYN,USQ4E1602586,1312,41.1,1662288901.0,129306.0,54219735.0,75.0,1049659880.0,9224750.0,"171,618","1,982,231","6,028,763","508,689,201",130.0,33652.0,72.0,"721,612",29.0,"305,499,151","225,474",11706559.0,0,2016,12
What It Is (Solo Version),What It Is (Versions),Doechii,USUG12301967,1311,41.1,308738277.0,38674.0,36667220.0,70.0,77532151.0,1140208.0,"772,763","103,987,020","1,174,579,945","1,724,519",29.0,1879.0,13.0,"238,695",25.0,"20,407,479","2,818",759382.0,1,2023,3
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee,Migos,QMCE31600796,1307,41.1,936450891.0,173279.0,29410941.0,66.0,59661695.0,602296.0,"2,682,279","45,438,518","288,759,827","4,489",194.0,13967.0,36.0,"153,558",34.0,"545,450,796","753,193",6813172.0,1,2016,10
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),SUBEME LA RADIO,Enrique Iglesias,USRC11700058,1313,41.1,706158416.0,87667.0,24084151.0,65.0,1601099483.0,7360323.0,"1,069,767","28,595,817","233,419,445","348,204,812",76.0,67073.0,57.0,"239,183",39.0,"107,237,615","37,694",7039145.0,0,2017,2
Soak City (Do it),Soak City (Do it),310babii,QZK6G2375527,1310,41.1,128855739.0,26723.0,26216067.0,65.0,17779741.0,246939.0,"599,910","159,054,107","1,598,512,701","283,635,839",14.0,1318.0,3.0,"909,981",14.0,"12,625,658","6,542",2066168.0,1,2023,6
The Woo (feat. 50 Cent & Roddy Ricch),Shoot For The Stars Aim For The Moon,Pop Smoke,USUM72013367,1319,41.0,560691819.0,166545.0,26349705.0,65.0,303897464.0,2717884.0,"28,912","11,579,283","79,349,687","13,529,762",74.0,141789.0,18.0,"130,497",7.0,"60,873,202","28,297",1879880.0,1,2020,7
Cheerleader - Felix Jaehn Remix Radio Edit,Cheerleader (Felix Jaehn Remix) (Radio Edit),OMI,USUS11202574,1318,41.0,1663491433.0,49556.0,9366950.0,52.0,1569239627.0,8709566.0,"21,605","7,776,168","60,584,088","282,669,797",267.0,16437.0,142.0,"1,215,325",42.0,"466,323,984","730,086",23811147.0,0,2014,5
Woah (feat. D3Mstreet),Woah,KRYPTO9095,QZDA41998629,1315,41.0,92985109.0,21725.0,3265269.0,45.0,166739538.0,2648737.0,"10,646,410","829,818,450","9,273,764,020","2,811,433",11.0,,4.0,"54,214",3.0,"3,098,187","8,732",2419836.0,1,2019,3
Wrecking Ball,538 Hitzone Best Of 2013,Miley Cyrus,USRC11301214,1316,41.0,930004605.0,113036.0,73538856.0,73.0,1694450676.0,11543620.0,"735,137","110,364,036","1,460,975,398","553,346,151",168.0,91227.0,99.0,"530,866",88.0,"449,482,152","959,495",10011230.0,0,2013,1
Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande,USUM72009644,1321,40.9,1120501187.0,116269.0,56772519.0,73.0,433277837.0,6197761.0,"273,464","84,906,720","561,421,880","506,930,449",154.0,124491.0,65.0,"657,287",33.0,"70,398,511","27,283",4103756.0,0,2020,5
she's all i wanna be,she's all i wanna be,Tate McRae,USRC12103120,1324,40.8,452628341.0,58658.0,18026092.0,71.0,107628561.0,1112016.0,"47,261","27,518,167","230,696,336","3,056,489,157",90.0,288272.0,21.0,"636,104",42.0,"57,361,268","9,352",2526560.0,0,2022,2
Oh My God,30,Adele,USSM12105973,1327,40.8,562200390.0,66469.0,27321505.0,68.0,175552661.0,2085739.0,"53,453","28,692,207","324,045,421","3,501,820,871",143.0,203961.0,36.0,"1,269,793",35.0,"69,857,344","26,946",3418829.0,0,2021,11
iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),KYLE,USAT21700378,1325,40.8,960430911.0,121478.0,17895084.0,64.0,686017624.0,5762838.0,"3,216,574","49,211,923","318,342,595","259,650,688",61.0,5.0,9.0,"1,475",,"292,163,419","497,013",4583248.0,1,2016,12
I AM,I've IVE,IVE,QM4TX2337764,1326,40.8,269067890.0,20356.0,8290715.0,71.0,256133933.0,2369761.0,"103,447","53,293,582","473,159,481","576,651,305",34.0,4050.0,2.0,"4,892",25.0,"498,947","2,286",523507.0,0,2023,4
Midnight Sky,Midnight Sky,Miley Cyrus,USRC12002653,1323,40.8,629372240.0,86326.0,19484618.0,66.0,301362454.0,2670514.0,"59,565","33,434,126","286,126,363","37,277,534",199.0,431736.0,76.0,"497,102",66.0,"46,663,846","18,489",4783852.0,0,2020,8
